id,bid_number,bid_date,study_name,status,client,sales_contact,vm_contact,created_at,updated_at,project_requirement,rejection_reason,rejection_comments,created_by,team,methodology
512,33547,"""2025-06-30T18:30:00.000Z""","Merchants/Retailers as well as Agency decision makers, involved in marketing and/or media strategy",draft,10,9,3,"""2025-07-01T11:15:55.606Z""","""2025-07-01T11:15:55.606Z""","15-20 min LOI
o	Target is mid/senior personas in Merchants/Retailers as well as Agency decision makers, involved in marketing and/or media strategy
	Merchants: mid/top-tier ($100M+ revenue) merchants/retailers across industries
•	Titles: VP Brand Marketing, Head of Brand Strategy, Chief Marketing Officer, Chief Brand Officer, Chief Product Officer/Product Leadership, Loyalty Leadership
	Agency: advertising & media agencies
•	Titles: Head of Media Strategy, Head of Media Buying, Account Director, Performance Marketing Lead, Programmatic Lead
o	4 markets: US, UK, Australia, Japan
o	Sample size: N=200 total
	N=50 per market, across a mix of Merchant and Agency decision makers
",,,45,POD 1,online
513,33539,"""2025-06-26T18:30:00.000Z""",2025CS305_SIZING New Study,draft,24,4,7,"""2025-07-02T07:10:26.256Z""","""2025-07-02T07:10:26.256Z""","Loi is between 15 to 20 mins

Qualification

● Respondents of residents in the US across 5 key verticals
● Minimum of 20% per vertical

o Auto

o FinServ

o Telco

o Pharma

o Grocery

● Titles/Level: Senior-level marketers, agency directors, campaign planners with platform experience
● Must be familiar with Amazon Ads
● Company Size: LCS ($1 billion+) and Mid-Market ($50M < $1 billion)
● 50/50 Agency/Marketer mix
● Must actively use Meta, Google, or The Trade Desk
",,,43,POD 4,online
514,33550,"""2025-07-01T18:30:00.000Z""",CustomersProspects,draft,42,6,1,"""2025-07-02T07:32:46.139Z""","""2025-07-02T08:53:11.888Z""",Project type: B2B,,,43,POD 4,online
515,33543,"""2025-06-29T18:30:00.000Z""",Enterprise-focused Cloud/App Security - Global,draft,1,1,7,"""2025-07-03T07:24:07.956Z""","""2025-07-08T14:05:12.848Z""","•	Respondent profile/requirements: This survey will span three personas in relatively equal weight (N=250 each):
•	AppSec/Dev persona: software engineering respondents that report involvement in app vulnerability remediation OR cybersecurity practitioners that self-select into an appsec persona
•	SOC persona: IT/security respondents that self-select as a SOC practitioner/persona
•	Cloud engineering/security: IT/security respondents that self-select as either a cloud engineer OR a cloud security persona
	Across all respondents we would be seeking a relatively even mix of senior management vs. middle management and individual contributors
",,,43,POD 4,online
516,33555,"""2025-07-02T18:30:00.000Z""",2025CS320 IAB Creator Economy - New bid,draft,24,4,1,"""2025-07-03T07:25:14.199Z""","""2025-07-10T09:01:24.063Z""",Level/Title specifications: Director and above,,,43,POD 4,online
517,33546,"""2025-06-29T18:30:00.000Z""",33546 : AI Data Protection - Global ,draft,1,1,1,"""2025-07-04T10:15:03.448Z""","""2025-07-07T10:34:21.096Z""",#NAME?,,,43,POD 4,online
518,33548,"""2025-07-01T18:30:00.000Z""",33548- Qualtrics- Bid,draft,44,12,4,"""2025-07-07T08:47:13.173Z""","""2025-07-07T08:47:13.173Z""","Target: Healthcare professionals and public health stakeholders involved in or knowledgeable about the vaccination system
Where: Germany
N: 250
LOI: 12–15 minutes
IR: 40% targeting people working in healthcare
Quotas: Quotas
Screeners: Screeners
PII/Sensitive Information:
Bid form: Access form
",,,46,POD 1,online
519,33549,"""2025-07-06T18:30:00.000Z""",Brand Tracker Study USA,draft,45,11,4,"""2025-07-07T08:54:25.670Z""","""2025-07-07T08:56:26.835Z""","•	Target Market: United States
•	Age: 18+ (General population) – representing the US population
•	We aim to reach the following groups:
1.	Meal Solutions (product that helps make cooking a meal faster and easier)
a.	n=1000
b.	Those who use Pasta sauces
c.	Decision makers when it comes to the purchase of Pasta sauce
d.	We also need a split between HH with children and HH without children
2.	Flavor Enhancers (products added during cooking or serving to boost or improve the taste of food)
a.	n=1000
b.	Decision makers when it comes to the purchase of any of Bitters, Cookies and Asian Vinegar sauces and condiments
c.	Those who use the following products
i.	Bitters (Minimum samples = 200)
ii.	Cooking Wines (Minimum samples = 200)
iii.	Asian Vinegar sauces and condiments (Minimum samples = 200)
•	Methodology: Online quantitative survey through panel
•	LOI: 12-15 minutes
•	Language: English only
•	IR: Please get us the costs for 10%, 20% , 40% and 60% 
",,,46,POD 1,online
520,33554,"""2025-07-02T18:30:00.000Z""",Primary Research in Pakistan- BCG,draft,11,9,4,"""2025-07-07T09:08:19.994Z""","""2025-07-07T09:08:19.994Z""","We are exploring conducting a quant survey and a few FGDs among QSR customers in Pakistan.
 
Wanted to check if you are able to help with this, and if there are any constraints in terms of mode, gender, categories, regions, others etc.
 
Survey: N=1000
FGDs: 4-6 (4-5 participants each)
Industry: QSR
 
",,,46,POD 1,online
521,33435,"""2025-12-04T18:30:00.000Z""",Feasibility check for Ametros,draft,19,7,10,"""2025-07-07T10:09:37.962Z""","""2025-07-07T10:14:45.474Z""","Plaintiff Attorney
Insurance Adjusters
Injured Workers
Programmatic Clients/ Leadership
",,,49,POD 2,online
522,33438,"""2025-12-04T18:30:00.000Z""",Cost Request: Soccer fandom,draft,19,7,10,"""2025-07-07T11:12:47.136Z""","""2025-07-07T11:12:47.136Z""","Option 1: Colorado sports fandom
 
•	Mode: Online 25 minute survey 
•	Sample size: aiming for n=1000
•	Audience:
o	Age 18+
o	Fan of any sport (basically anyone that is a non-rejector of any major US sports)
o	Live in Colorado 
•	Misc.
o	Would include a maxdiff (we would send a design) 
o	Would likely need 3 sets of banner tables on the back end 
o	Would like to field as quick as possible 
o	Would likely have 2 brand open ends to code (with 10 boxes for each)
 
 
Option 2: MLS fandom 
•	Mode: Online 25 minute survey 
•	Sample size: aiming for n=1000
•	Audience:
o	Age 18+
o	Fan of MLS
o	Live in US 
",,,49,POD 2,online
523,33551,"""2025-07-01T18:30:00.000Z""",33551 : Chillers Custom - Global (FS),draft,1,1,7,"""2025-07-07T11:53:19.158Z""","""2025-07-07T11:53:19.158Z""","Regions: (Sample will be analysed on regional level and not have specific quotas by country level but here are the recommended N’s per country)
•	North America (US 150, Canada 50, Mexico 50) 
•	EMEA (UK 100, Germany 50, France 50, Saudi/UAE 50)
 
Sample Size:
•	Considering the focus on hyperscalers and leased datacenter providers, aiming for a sample size of up to 250 respondents in each region 
 
Type of Organization:
 
•	Leased Datacenter Providers: Organizations that offer datacenter space and services to clients on a lease basis
•	Hyperscalers: Large-scale cloud service providers that manage extensive datacenter infrastructures to support their operations
",,,43,POD 4,online
524,33465,"""2025-07-06T18:30:00.000Z""",Merrick Bank Quant,draft,19,7,10,"""2025-07-07T13:40:18.233Z""","""2025-07-07T13:40:18.233Z""","they would be the FICO range of 300-699.   See the blue regions below – that’s Merrick’s target consumer.   
Additionally, these would be people 
•	Nationwide USA  (online bank)
•	18+
•	Has checking, savings, or credit card account (finance consumer)
•	Has used financial services/retail banking in the past 2 years
•	Is decision maker for their finances/ of their HH
•	Does not work in finance, market research, or advertising
",,,49,POD 2,online
525,33563,"""2025-07-07T18:30:00.000Z""",SE Alaska Poll,draft,25,7,1,"""2025-07-08T08:53:52.991Z""","""2025-07-08T08:53:52.991Z""","Respondents qualify if they are adults residing in Southeast Alaska - in the following boroughs (which they use instead of counties up there): 
•	Yakutat
•	Hoonah-Angoon
•	Haines
•	Skagway
•	Juneau
•	Sitka
•	Prince of Wales-Hyder
•	Petersburg
•	Wrangell
•	Ketchikan Gateway
",,,43,POD 4,online
526,30997,"""2025-04-01T18:30:00.000Z""",20253320 _30997_2025SS135_DSP_W18_UK_Tracker,draft,24,4,1,"""2025-07-09T07:56:21.301Z""","""2025-07-09T07:56:21.301Z""","The specs are same and we plan to start fieldwork in the 2nd week.
Please confirm feasibility and CPI from InnMR and Dynata iN
",,,43,POD 4,online
527,30950,"""2025-04-09T18:30:00.000Z""",202431016_30950_2025SS135_DSP_W18_US_Tracket,draft,24,4,1,"""2025-07-09T08:04:53.754Z""","""2025-07-09T08:04:53.754Z""","Next wave of DSP USA (subject line updated) is commissioned, and we need confirmation from Dynata IN, QMS and InnMR if they will hold the feasibility and CPI same as last wave.",,,43,POD 4,online
528,31243,"""2025-05-16T18:30:00.000Z""",31243 2024CS385_TUBI_US_W10_Tracker,draft,24,4,1,"""2025-07-09T11:26:37.890Z""","""2025-07-10T07:20:31.879Z""","•	60% Agencies (US, CA)
•	40% Marketers (US, CA)
•	Streaming and CTV decision makers
•	Minimum 100 involved in Linear TV
•	US: $3M annual Streaming TV ad spend
•	CA: $500K annual Streaming TV ad spend
•	Capture TV, DV and OTT spend
•	Mix of ad verticals
",,,43,POD 4,online
529,33552,"""2025-07-01T18:30:00.000Z""",33552 : Quote needed for Agency Partner (alcohol avoidance),draft,25,7,1,"""2025-07-10T07:33:31.586Z""","""2025-07-10T07:33:31.586Z""","provide pricing for a 12-minute survey (programming, hosting, weighting and data processing, coding for 6 open ends)? The audience is defined as 
  
•	Utah parents of children aged 9-16 
•	Sample size n=600 
•	The following quotas (based off ACS 2023) were implemented in the most recent Wave 3, creating a baseline that we hope to maintain in future waves 
o	 Child’s Age (respondents can fall into more than one category below): 
	9 to 11 years old: n=200 minimum 
	12 to 14 years old: n=200 minimum 
	15 to 17 years old: n=210 minimum 
o	County of Residence: 
	Salt Lake County: n=186 
	Utah County: n=138 
	Davis County: n=72 
	Weber County: n=48 
	Washington County: n=36 
	Cache County: n=24 
	All Other: n=96 
o	Marital Status 
	Married: n=485 
	Divorced: n=56 
	Other: n=59 
o	Gender: 
	Male: n=300 
	Female: n=300 
",,,43,POD 4,online
530,33553,"""2025-07-01T18:30:00.000Z""",33553 : Power and Utilities - US/CA (FS),draft,1,1,7,"""2025-07-10T08:51:03.509Z""","""2025-07-10T08:51:03.509Z""","Region: North America (USA 360 / CA 40)

Sample Size: N = 400 

Target Respondents: 

•	Experience and Knowledge: Respondents should have substantial experience in the power generation industry, ensuring they can accurately assess operational challenges, cybersecurity measures, asset performance, and innovation strategies.
•	Respondents must hold senior positions with decision-making and decision influencing authority relevant to their operational focus
•	4 segments of respondents:
",,,43,POD 4,online
531,31393,"""2025-05-27T18:30:00.000Z""",2024CS415_Meta_Global_W8_Tracker,draft,24,4,7,"""2025-07-10T09:10:45.563Z""","""2025-07-10T09:10:45.563Z""",Tracker,,,43,POD 4,online
532,33474,"""2025-06-04T18:30:00.000Z""",Quant online Consumer surveys in KSA,draft,8,9,4,"""2025-07-14T02:02:43.659Z""","""2025-07-14T02:02:43.659Z""","Market: KSA 
 
Quant research 
•	TOTAL Sample = 600 
o	Consumers = 350
o	Businesses = 250 
•	ALL respondents will be buyers and users of insurance products (such as Vehicle, Life, and Health). There will be an overlap as a respondent might have multiple insurance products. 
•	Business respondents will be responsible for procuring and managing insurance policies on behalf of their organization. The insurance products could include: Group Health insurance, Life Insurance, Property insurance, Fire & Other Perils insurance, Air & Marine insurance, Workman compensation, Employers’ liability, etc. The respondents will be Director level and above  
•	Consumer respondents (n=350) will include:
o	Split by monthly HH income:
	SAR 8000 – 15000: circa 15%
	SAR 15,001 – 25000: circa 25%
	SAR 25,001 – 35,000: circa 25%
	SAR 35,001 – 50,000: circa 20%
	SAR 50,000 – 70,000: : circa 10%
	Above SAR 70,000: circa 5%
o	Split by location:
	Riyadh: 35%
	Eastern Provinces: 20%
	Makkah + Jeddah: 20%
	Other regions / provinces: 25%
o	Split by Nationality (soft quota):
	Saudis: 70% - 75%
	Arab Expats: 10% - 15%
	Asian Expats: 5% - 10%
	Other Expats: 5%
o	Split by Age (soft quota):
	18 – 30 YO: 20%
	31 – 40 YO: 30%
	41 – 50 YO: 30%
	51 – 60 YO: 15%
	Above 60 YO: 5%
o	Split by Gender (soft quota):
	Males: 55%-60%
	Females: 40%-45%
•	Business respondents (n=250) will include:
o	Small & Medium enterprises (SMEs) - defined as enterprises with < 200 employees (n=150)
o	Corporates - defined as enterprises with >200 employees (n=100)
 
•	Survey Language - will be offered in Arabic and English
•	LOI: 20 mins
 
 
INTERNAL employee survey 
We will also be conducting a survey with Employees (of the client organization). The research partner will be responsible for scripting, translating, and hosting the survey; and data processing & tabulation. 
•	We are expecting roughly 500 employees to participate in the survey. 
•	The employee survey will be distinct to the external survey 
•	Survey will be offered in Arabic and English
•	LOI: 15 mins
 
 
Qualitative FGDs 
•	Number of FGDs: 3 (incl. Businesses x 2 and Consumer x 1)
•	Medium: Virtual (using MS Teams)
•	Duration: 90 mins 
•	Number of participants per FGD: 6
o	ALL participants will be the buyers of insurance products 
o	Consumer FGD participants – Should have bought vehicle insurance in past 6-months. Should be from Riyadh (3), Eastern Province (1-2), Jeddah + Makkah (1-2) 
o	Business FGD – ALL participants should be decision makers on the purchase of insurance products for their company. Should have purchased an insurance product (types highlighted above) in the last 6-months. 
	SMEs x 1 FGD (SME definition provided above)
	Corporates x 1 FGD (Corporate definition provided above)
Research partner will be responsible for recruitment, incentivization, moderation (in Arabic), simultaneous translation, and reporting of insights (PPT report)
 
Please revert with your quotation by Monday (June 9th) morning. We will need you to provide the following in your quotation:
Feasibility and anticipated IR across audience segments
Methodology 
CPI per audience segment 
Cost break-up of scripting, translation, hosting, data processing + tabulation, and coding of 3 open-ended questions
Expected time per activity   
Total expected timeline 
",,,46,POD 1,online
533,33483,"""2025-06-10T18:30:00.000Z""",Search Sat benchmarking study: Extension to emerging marketplaces,draft,35,11,3,"""2025-07-14T02:11:16.572Z""","""2025-07-14T02:11:16.572Z""","Good morning! We have a new opportunity to expand the recent completed study “Urgent 33349-GPR2503002” multi country benchmarking study. Client wants to now do the same study in the emerging marketplaces/countries listed below, however our client is looking for the cost estimates to be shared with them by their morning hours (PST), 11th Jun’25 Today.

Hence, request you and the team to prioritize and share the feasibility and costing for these marketplaces:

1.	Objective: Similar to the benchmarking survey recently concluded in US, UK, DE/AT, FR, JP, etc.
2.	Emerging Marketplaces: Mexico, Brazil, Australia, United Arab Emirates, South Africa, Egypt, Turkey, Canada, India
3.	Genpop sample 
4.	IR: 40%, 50% and 60%
5.	Quotas: Age, Gender, Income and region representation as per country demographics
6.	Sample sizes for:
a.	2000 (LOI of ~18mins)
b.	500 (LOI of ~12-13mins)
c.	250 (LOI of ~12-13mins)

Please let us know if you need anything else to share the costing by ~4PM today, so that we can get approvals from the management before sharing with the client by ~7PM IST hrs during our time to submit it to the clients in the morning PST hours.

Let me know in case of any questions, and thank you in advance
",,,45,POD 1,online
534,33537,"""2025-06-26T18:30:00.000Z""",Gaming Survey - Feasibility,draft,43,11,3,"""2025-07-14T02:17:25.936Z""","""2025-07-14T02:17:25.936Z""","Methodology: Online Panel
Countries: USA, Germany, UK, Japan, Mexico 
City Coverage:  Good spread across the country demographics 
Age Group: 16-17 years and 18-27 years (Quotas: 50:50)
Gender: Male & Female (Quotas: 50:50)
LOI: ~5 mins
Sample Size: Option 1 – n=250 & option 2 – n=600 in each country
Date collection: Please confirm the timelines needed for both the sample options above
Target Criteria (Module 1): 
•	Primary/joint decision makers of PC Gaming device at their household
•	Primary users of Gaming devices - engage in gaming at least 3 to 4 hours/week on computers/laptops 
Target Criteria (Module 2): 
•	In addition to the above – 
•	We need people who are Recent buyers of gaming laptops/computers in last one year or intenders of gaming laptops/computers in next 6 months

IR Options: 
Module 1: 20%, 30% 50%
Module 2: 5%, 10%, 15%
",,,45,POD 1,online
535,33559,"""2025-07-03T18:30:00.000Z""",RFQ for Qual12610_030725_Purchasers,draft,44,12,4,"""2025-07-14T02:24:47.422Z""","""2025-07-14T02:24:47.422Z""","RFQ response deadline: EOD
Samples
Sample 1
Target: 20-59 YO Women
Where: Japan
N: 5,000
LOI: 15
IR: 45-50% targeting 20-59 YO Women
Quotas: 1000N per product (Includes +/-5% flexibility)
fabric softener, dish detergents, facial cleansers (Kao and Biore), makeup removers (Kao and Biore), body washes
Screeners: Women 20-59 YO who are married; Have purchased fabric softener, dish detergents, facial cleansers (Kao and Biore), makeup removers (Kao and Biore), body washes
PII/Sensitive Information:
Bid form: Access form
——
Sample 2
Target: 30-59 YO Women
Where: Japan
N: 5,000
LOI: 15
IR: 20-25% targeting 30-59 YO Women
Quotas:
1000N per product (Includes +/-5% flexibility)
fabric softener, dish detergents, facial cleansers (Kao and Biore), makeup removers (Kao and Biore), body washes
Screeners: Women 20-59 YO who are married; Have purchased fabric softener, dish detergents, facial cleansers (Kao and Biore), makeup removers (Kao and Biore), body washes
PII/Sensitive Information:
",,,46,POD 1,online
536,33362,"""2025-04-03T18:30:00.000Z""",QuickBooks Accounting Non-users - US (FS),draft,1,1,1,"""2025-07-16T07:23:14.574Z""","""2025-07-16T07:23:14.574Z""","Please quote sample plus:
•	1 MaxDiff module programmed
•	Cleaning
•	Can you please give me a ballpark quote for DP as well

This is a potential program that would run 3x a year among a different audience each time (Accounting, Payroll/Workforce Solutions, Mailchimp), so this request could lead to a larger win for both of us.  The client is bidding competitively, so I’m looking for the best cost/value to win that program.

For this request, the client wants to talk to non-QuickBook Accounting users which makes up 20%-30% of businesses in general.  They have 8 segments they want to reach:
",,,43,POD 4,online
537,33377,"""2025-04-13T18:30:00.000Z""",AI DM Thought Leadership - Global (SO),draft,1,1,7,"""2025-07-16T07:38:12.160Z""","""2025-07-16T07:38:12.160Z""","•	Respondent profile/requirements: Director+ seniority 80%/20% split between Tech roles and LOB; screened for influence in AI strategies and associated purchases 
•	Desired sample size: N=1,000 
•	Company size: 1,000+ employees
",,,43,POD 4,online
538,33561,"""2025-07-03T18:30:00.000Z""",Brand Health Project - US (FS),draft,1,1,1,"""2025-07-16T07:53:38.421Z""","""2025-07-16T07:53:38.421Z""","=400 Financial Professions (advisors) who can or do can sell Annuity products (ballpark incidence 40%) after targeting on licensed financial professionals
•	Boost Sample of N=100 who are familiar with Athene (don’t have incidence for this, but it should be high among Financial Professionals).
",,,43,POD 4,online
539,33566,"""2025-07-08T18:30:00.000Z""",Global study with enterprise advertisers,draft,24,4,1,"""2025-07-16T08:15:06.783Z""","""2025-07-16T08:15:06.783Z""","Target Audience: Need advertising decision-makers with responsibilities including creating, planning and/or purchasing advertising from companies with $1B+ annual revenue. 
LOI: 15 minutes
",,,43,POD 4,online
540,33384,"""2025-04-20T18:30:00.000Z""",Bid Partner Program Unification Naming - Global,draft,1,1,7,"""2025-07-16T08:35:43.559Z""","""2025-07-16T08:35:43.559Z""","Countries: US, UK, Germany (German) and India (English)
Survey is DA
We are asking Company Name (PII)
Partners – External media, communications + technology companies that are credentialed by Google to deliver services to Advertisers
- Should be part of Google Marketing Platform (GMP), Google Partner Program (GPP) or both
   - Premier Partner, Partner, Member (GPP)
   - Certified Partner, Certified Sales Partner (GMP)
",,,43,POD 4,online
541,33392,"""2025-04-22T18:30:00.000Z""",IDP - Global (FS),draft,1,1,1,"""2025-07-16T08:44:36.696Z""","""2025-07-16T08:44:36.696Z""",Target: Mix of senior business and IT,,,43,POD 4,online
542,33567,"""2025-07-08T18:30:00.000Z""",Market Research Support for Cooling Sector Study,draft,46,6,1,"""2025-07-16T09:13:54.755Z""","""2025-07-16T09:13:54.755Z""","Quantitative Survey 
Stratified sampling across region, sector, employment type, and training status

Sample size:
•	3000 respondents in India
o	1000 employed women
o	1500 trained but not employed women
o	500 employed men (benchmark group)
•	Use of mobile data collection tools preferred
",,,43,POD 4,online
543,33466,"""2025-05-15T18:30:00.000Z""",In-langugae coding,draft,24,4,1,"""2025-07-16T09:46:36.858Z""","""2025-07-16T09:46:36.858Z""","let us know if you can do in-language coding, If Yes, please tell us the cost for this.. And please let me know if you provide service for all languages.",,,43,POD 4,online
544,33540,"""2025-06-26T18:30:00.000Z""","RFP for Global QSR Employees, Guatemala GP and Guatemala Community Influencers",draft,19,7,9,"""2025-07-16T10:24:32.716Z""","""2025-07-18T08:53:39.340Z""","Global QSR Employees, Guatemala GP and Guatemala Community Influencers",,,48,POD 2,online
545,33471,"""2025-06-05T18:30:00.000Z""", Pricing Bid: High Net Worth // LA Tracker // Pickle Ball Fans,draft,19,7,10,"""2025-07-17T10:28:46.807Z""","""2025-07-17T10:28:46.807Z""","High Net Worth
.
•  targeting high end net worth individuals, ideally $5m+ in net worth; LA, NY & Miami most important DMAs but are interested in the entire US

LA Tracker
Looking to run a 15min survey to 1,000 Gen Pop 18+ in LA, 4 times per year.  There will be a total of 14 waves for this project, potentially ending in 2028.
 
Pickleball Fans
Looking to run a survey of 1,000 US Gen Pop 18+ plus a boost sample of 300 Pickle Ball fans @ 20% IR.  This may come in at 10% IR, so can you provide pricing for the IR as well.
 
",,,49,POD 2,online
546,33535,"""2025-06-25T18:30:00.000Z""",RFP for Ghana Genpop,draft,19,7,10,"""2025-07-17T12:02:29.787Z""","""2025-07-17T12:02:29.787Z""",18-74 Genpop,,,49,POD 2,online
547,33544,"""2025-07-16T18:30:00.000Z""",RFP for Content Creators,draft,19,7,9,"""2025-07-17T14:16:11.997Z""","""2025-07-18T08:56:09.865Z""","Content Creators that are paid for their content publishing. Looking for people who get paid for content on TikTok and other social media platforms.
",,,48,POD 2,online
548,33542,"""2025-06-29T18:30:00.000Z""",New survey sampling request,draft,16,1,10,"""2025-07-18T09:12:01.768Z""","""2025-07-18T09:12:01.768Z""","Target groups:
•	Adults living in the US, 18 - 55 years old
•	Up to $100K annual HHI
•	Some pre-defined customer segments (Worried Warriors, Spontaneous Starters, Prudent Planners, Taxed Traditionalist)
•	Must be open to a new checking account or financial app account
•	Total sample size N=3,000
",,,49,POD 2,online
549,33565,"""2025-07-08T18:30:00.000Z""", Wellstar PEDs tracking,draft,19,7,9,"""2025-07-18T10:01:24.795Z""","""2025-07-18T10:32:56.395Z""","18-55 YOs M/F, parents of kids under 18- Atlanta & Augusta


",,,48,POD 2,online
550,33569,"""2025-07-09T18:30:00.000Z""",RFP for Parents of 9-16 YO,draft,19,7,9,"""2025-07-18T10:36:57.633Z""","""2025-07-18T10:36:57.633Z""","Parents of Kids ages 9-16 in the state of Utah
",,,48,POD 2,online
551,33571,"""2025-07-10T18:30:00.000Z""",RFP for GLP Users,draft,19,7,9,"""2025-07-18T10:53:53.814Z""","""2025-07-18T10:53:53.814Z""","Using GLP-1 currently for weight loss maintenance. Have previously used GLP-1 medication
",,,48,POD 2,online
552,33582,"""2025-07-16T18:30:00.000Z""",MACU quant RFP,draft,19,7,9,"""2025-07-18T12:26:10.934Z""","""2025-07-18T12:57:46.891Z""","21+ YO M/F, Financial consumers",,,48,POD 2,online
553,26755,"""2025-07-17T18:30:00.000Z""",Cloud Pulse Q3 2025 - Global_Bid_no_33303_Tracker,draft,1,1,7,"""2025-07-21T09:08:15.266Z""","""2025-07-21T09:08:15.266Z""","Project Type	Web-based Quantitative
Topic	Better understand IT strategy, infrastructure and cloud computing initiatives
MR - Length	20
MR - Total Number of Completes 
1700
",,,43,POD 4,online
554,33583,"""2025-07-16T18:30:00.000Z""",33583 :: New Bid - fast turnaround,draft,26,7,1,"""2025-07-21T09:17:44.155Z""","""2025-07-21T09:17:44.155Z""","•	N=500 and N=1000 options, online, national sample
•	Survey length: two options:15 min and 20 min
•	Type of design:  to understand benefits prioritization by consumers in a condensed A&U with a concept test component
•	Please give me cost for programming and running MAX/DIFF as an option
•	Also, please give an option for running a simple price sensitivity analysis with 3 price points
•	Incidence: 66% of US HH's have a pet, 66% of those own a dog, so net ~45% 
•	Qualifications:
o	Adult men and women, decision makers for HH pet product purchases
o	Currently Own at least one dog; capture if own other pets, like cat 
o	Dog age mix: 30% puppy (<1 yr) and 30% elderly dog (8+ yr) and 40% all other ages
o	Dissatisfied with OR open to open to new products for pet toilet needs
o	Currently using variety of solutions for pet toilet (capture, not a screen)
o	Mix of dwelling type, with min quota for high relevance homes (e.g., apartment, condo, etc.)
o	Not in sensitive industry
•	Please provide costs for programming, field/sample, tab with 1 banner, deck population 20 pgs, and optionally, for Max/Diff and Price Sensitivity.
",,,43,POD 4,online
555,99999,"""2025-07-20T18:30:00.000Z""",K9999,invoiced,1,3,7,"""2025-07-21T12:36:40.873Z""","""2025-07-22T06:56:30.285Z""",K9991,,,39,POD 4,offline
556,332638,"""2025-07-20T18:30:00.000Z""",K9999,draft,1,3,7,"""2025-07-22T12:10:20.797Z""","""2025-07-22T12:11:31.039Z""",K9991,,,25,POD 2,offline
557,332639,"""2025-07-20T18:30:00.000Z""",K9999,draft,1,3,7,"""2025-07-22T13:43:14.618Z""","""2025-07-25T10:17:30.000Z""",K9991,,,25,POD 2,offline
558,33313,"""2025-03-11T18:30:00.000Z""",CX Path 2025 - Global,closure,1,1,7,"""2025-07-23T06:14:42.502Z""","""2025-07-23T12:01:48.136Z""","(based on respondents for each of the 13 application categories, which is the most important quota. Those 2500 should then be further segmented to cover the following min. quotas below for industry, company size, and country.)",,,43,POD 4,online
559,33590,"""2025-07-20T18:30:00.000Z""", Project Teton - US,draft,1,1,1,"""2025-07-23T06:31:03.080Z""","""2025-07-23T06:39:34.094Z""","Attached is FIOS FOOTPRINT Zip Codes for the ORG_SIZEXFIOS quota. Only FIOS FOOTPRINT zips will qualify.

",,,43,POD 4,online
560,31007,"""2025-07-22T18:30:00.000Z""",202533489 - BHT GEH W1 2025,draft,1,1,1,"""2025-07-23T11:36:49.355Z""","""2025-07-23T15:15:35.509Z""","(The sample split (e.g. Industry, company headquarters, etc.) should be consistent across waves):
• For non-UK markets, companies that provide private medical insurance (IPMI OR PMI) to employees - (1) Currently providing IPMI, (2) Potentially providing IPMI, or (3) Currently providing PMI
• For the UK, NL & BE, companies that provide private medical insurance (IPMI) to employees - (1) Currently providing IPMI, (2) Potentially providing IPMI
• They must have the influencing power in the decision-making process of company benefits.
• For the larger companies this would be ideally HR directors, heads of benefits.
• For the smaller companies, this could be the CEO, CFO, owners, and also heads of HR.
• Company size based on global total number of employees:
• UAE and Singapore: Small companies: around 50%
Large companies: around 50%^
• NOT UAE/ Singapore: Small companies: around 40%
Large companies: around 60%^
^Definition of Large companies: UAE: 150+ employees, Hong Kong/ Singapore: 100+ employees, UK, NL & BE: 250+ employees, Spain: 150+ employees
• UK, NL & BE: The corporate subset (by best effort) – MORE than 250 Total employees globally AND 2-250 Employees requiring international plan
• Spain: The corporate subset (by best effort) – MORE than 150 Total employees globally AND 3-150 Employees requiring international plan
• Company headquarters: Mix of Local and International company
• Company presence:
• For the UK, 50% with presence in London / 50% with presence outside London
• For Spain, 50% with presence in Madrid / 50% with presence in Barcelona
",,,43,POD 4,online
561,33270,"""2025-07-22T18:30:00.000Z""",BID | FY26 Salesforce State of Surveys x3,draft,1,1,1,"""2025-07-23T12:13:22.063Z""","""2025-07-24T12:16:14.856Z""","Employment Status: Full-time
Company Size: All, with the following quotas/targets:
- Max n=50 1-20 employees at the global level
- Target 20% Enterprise (3,500+ employees) at the country level
- Target 50% Mid-Market (100-3,500 employees) at the country level
- Target 30% SMB (<100 employees) at the country lkevel
Industry: All; max 20% of global sample from any industry
",,,43,POD 4,online
562,33418,"""2025-07-22T18:30:00.000Z""",Daypart Expansion Concept  2025,closure,22,4,9,"""2025-07-23T13:55:31.564Z""","""2025-07-25T07:23:31.028Z""","600 consumers aware of Shake Shack and would consider ordering a burger or chicken sandwich from a fast-food or fast-casual restaurant. US Census Regions – Northeast, Midwest, South, and West)",,,48,POD 2,online
563,33564,"""2025-07-22T18:30:00.000Z""",Fall 2026 Concept Testing Study ,closure,22,4,9,"""2025-07-23T14:00:11.803Z""","""2025-07-25T07:28:14.649Z""","Consumers aware of Shake Shack and would consider ordering a burger or chicken sandwich from a fast-food or fast-casual restaurant (US Census Regions – Northeast, Midwest, South, and West)",,,48,POD 2,online
